Accession	AccessionNoIsoform	Gene	Description	NeuroMarker	LysosomalMarkers	HD1_IN	HD4_IN	HD5_IN	HD6_IN	HDKP_IN	HDRH_IN	HDSD_IN	HD1_FB	HD4_FB	HD5_FB	HD6_FB	HDKP_FB	HDRH_FB	HDSD_FB	C11_IN	C12_IN	CBS_IN	CGE_IN	CKK_IN	CKP_IN	TS_IN	C11_FB	C12_FB	CBS_FB	CGE_FB	CKK_FB	CKP_FB	TS_FB 
P30530	P30530	AXL	Tyrosine-protein kinase receptor UFO OS=Homo sapiens OX=9606 GN=AXL PE=1 SV=4			17.40925217	16.78553391	17.32939529	17.38972092	17.16417122	17.14467239	16.85746384	19.49699593	20.24674034	19.90707016	20.11967468	19.37524414	20.08753395	19.59507751	17.62223053	17.67967224	17.65161896	18.15405846	17.57659912	17.65494919	16.74907303	19.88037872	19.71949959	19.68556595	19.53512192	19.73237991	19.11490822	19.61959839
Q9ULS5	Q9ULS5	TMCC3	Transmembrane and coiled-coil domain protein 3 OS=Homo sapiens OX=9606 GN=TMCC3 PE=2 SV=3			16.08735657	15.81465721	17.56846237	17.10491753	17.3801136	17.2924366	16.9199028	14.26648903	NaN	13.97576714	14.03316021	13.72513103	14.45329666	14.04824448	16.80438805	15.12730026	15.49510574	15.29359055	17.14070511	15.6045084	16.7787075	NaN	NaN	NaN	NaN	NaN	14.37907505	NaN
Q9NQT8	Q9NQT8	KIF13B	Kinesin-like protein KIF13B OS=Homo sapiens OX=9606 GN=KIF13B PE=1 SV=2			16.23995209	17.2995739	17.31971741	17.00736427	17.23769569	17.47238922	17.20383644	NaN	14.83088112	NaN	15.45178509	NaN	NaN	NaN	15.82742882	15.27462959	16.47303009	13.97979927	16.91141129	16.34076881	17.33650208	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q6VN20	Q6VN20	RANBP10	Ran-binding protein 10 OS=Homo sapiens OX=9606 GN=RANBP10 PE=1 SV=1			17.08684349	17.05720711	16.85900879	16.91537094	17.31938934	17.40869522	17.13814163	16.20927811	15.81766891	15.54744339	16.95402145	16.61766052	16.90046692	15.81159782	17.06659317	15.98881912	17.00476074	15.37272549	17.2129631	17.15029907	16.48426247	15.39945984	16.0853653	15.12327385	15.05923748	15.38361359	15.13822174	16.58003998
P45381	P45381	ASPA	Aspartoacylase OS=Homo sapiens OX=9606 GN=ASPA PE=1 SV=1			16.13581276	17.77254105	16.92641258	17.53002167	17.25602341	17.04458618	17.53611183	NaN	NaN	NaN	NaN	NaN	14.36367226	15.96925545	18.14040565	18.11736107	18.88270569	18.76626205	15.60537529	18.67427444	15.9942646	NaN	14.60411453	14.53783131	14.89649391	NaN	14.57728386	NaN
Q9UBH0	Q9UBH0	IL36RN	Interleukin-36 receptor antagonist protein OS=Homo sapiens OX=9606 GN=IL36RN PE=1 SV=1			17.41049957	16.28233528	17.25993347	17.72719193	17.3498764	15.28900337	17.98118591	16.75876808	17.01202965	17.45405006	16.58071899	16.95833969	15.77346611	17.7497406	19.74126053	18.20661163	17.35424042	17.00519371	16.86148453	17.63426208	15.95904541	17.65091705	17.68729401	16.89258957	17.18391037	17.40382195	16.53225708	16.11808205
Q53GL7	Q53GL7	PARP10	Poly [ADP-ribose] polymerase 10 OS=Homo sapiens OX=9606 GN=PARP10 PE=1 SV=2			17.09537315	17.22966766	17.70005989	17.31667137	17.16601753	17.93668365	17.28749466	15.61936378	16.16115952	16.59702492	17.44358444	16.40618706	17.64021301	16.34086227	17.37820625	16.78953743	17.10168076	16.91249847	17.1933403	16.9596386	17.55837631	17.20543671	17.53676605	16.64338875	15.92201614	16.23852158	17.41817856	16.07544327
Q9NSI6	Q9NSI6	BRWD1	Bromodomain and WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=BRWD1 PE=1 SV=4			16.52198601	17.14055061	17.1766777	17.29650116	17.20031738	17.11571121	16.78068352	15.30584908	15.51405716	15.46128941	15.57040215	15.19544601	15.33294487	14.77711678	16.914114	16.50328827	16.80143738	15.84176064	16.97096062	16.81281662	17.10820389	15.44530106	NaN	15.08136082	14.87070274	14.67827034	15.52195358	15.38530445
O95835	O95835	LATS1	Serine/threonine-protein kinase LATS1 OS=Homo sapiens OX=9606 GN=LATS1 PE=1 SV=1			17.81907654	19.06346321	16.15361404	16.94734955	17.17289543	16.43877029	17.46977234	NaN	NaN	NaN	NaN	NaN	16.56395721	16.30001259	16.83249474	18.11447716	19.2132225	NaN	17.2443409	16.79752731	NaN	NaN	16.14228058	16.64651489	16.31668663	NaN	16.86752892	16.88533211
Q9Y371	Q9Y371	SH3GLB1	Endophilin-B1 OS=Homo sapiens OX=9606 GN=SH3GLB1 PE=1 SV=1			14.27389336	NaN	18.23934746	17.17314529	17.25050926	17.50032043	15.71785164	18.49508476	19.1775589	18.53392792	17.56046104	18.86021805	18.76604843	18.32544518	16.91817665	13.95685387	17.60665894	18.40758324	17.6709156	18.02859306	17.76278305	18.43088722	19.13902664	17.81457329	18.62743759	18.88202286	18.54263306	18.7224617
P35052	P35052	GPC1	Glypican-1 OS=Homo sapiens OX=9606 GN=GPC1 PE=1 SV=2			16.66680145	16.63533401	16.33430099	15.33156395	17.05722046	16.76914597	16.93768501	18.18482208	18.20407677	17.56658745	16.88763237	17.965271	18.03539848	17.77289963	16.36347389	16.10897636	16.36562157	16.10245895	16.42824936	17.3587532	18.18478394	17.38745117	17.22482109	17.79746628	17.81940651	17.15150833	17.55435181	17.64781189
P08047	P08047	SP1	Transcription factor Sp1 OS=Homo sapiens OX=9606 GN=SP1 PE=1 SV=3			16.87325859	16.62203598	17.34090424	17.04136276	17.16575241	17.2868576	17.31641197	17.66246796	18.25116539	18.14916801	18.45295525	17.9470253	18.24173546	17.47881889	17.14034843	16.49414063	16.94481087	16.49803734	17.06100845	17.02613068	17.48428726	18.36518478	17.22625351	17.40186691	17.21722794	18.04897118	17.27721024	17.95677948
O75909-4	O75909	CCNK	Isoform 4 of Cyclin-K OS=Homo sapiens OX=9606 GN=CCNK			16.72479248	16.95006371	17.95786285	18.18069839	17.24892616	17.84197998	16.9618988	18.24046707	18.3013382	18.31275177	18.43672752	18.38538742	18.08825684	17.71838379	16.94029999	16.72508812	16.86693192	16.34557152	16.81889343	16.98257065	16.8535614	17.90542412	17.66948128	17.90405273	17.75247383	17.9296093	17.91360855	18.28796768
Q01814	Q01814	ATP2B2	Plasma membrane calcium-transporting ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2B2 PE=1 SV=2			17.83643913	17.3380146	19.19429398	17.57075691	17.2454834	18.09317398	17.15584183	16.47169113	17.87453842	17.81915474	19.04635239	18.52998352	17.41613197	16.57489014	17.67645836	16.81382942	17.70409012	17.97304726	17.21383286	18.5177269	17.0774498	17.83070183	19.30681229	16.71789551	18.68846512	16.3482399	19.19174576	18.45031357
Q9NR63	Q9NR63	CYP26B1	Cytochrome P450 26B1 OS=Homo sapiens OX=9606 GN=CYP26B1 PE=1 SV=1			16.99827766	17.07304955	16.72360611	16.56174088	17.0899601	16.8487854	17.41393661	NaN	17.50144005	NaN	17.91882515	NaN	NaN	NaN	16.61990356	18.36183357	15.99573517	14.57847595	16.31297684	18.15859222	15.73412132	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9H4D0	Q9H4D0	CLSTN2	Calsyntenin-2 OS=Homo sapiens OX=9606 GN=CLSTN2 PE=1 SV=2			14.89776802	16.06899071	16.83575439	17.34834671	17.2434864	17.35508347	16.89688492	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.19289398	14.53861237	16.76804161	15.45638657	15.63184738	17.02497482	17.69190216	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O95164	O95164	UBL3	Ubiquitin-like protein 3 OS=Homo sapiens OX=9606 GN=UBL3 PE=1 SV=1			16.23832893	17.40630722	16.90270615	17.13417816	17.24301338	16.63322067	16.53157616	18.30510139	18.48346329	18.72914124	17.5945015	18.84337616	17.8449173	18.28730011	16.84344482	16.45432281	16.46110535	16.911129	17.02335548	16.40693665	16.62501717	18.10240555	15.89984703	17.80794907	17.41697693	17.61267853	17.21973038	17.91243362
Q14576	Q14576	ELAVL3	ELAV-like protein 3 OS=Homo sapiens OX=9606 GN=ELAVL3 PE=2 SV=3			16.60314751	NaN	15.73580933	NaN	17.24007034	14.656353	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.74616814	15.34140873	NaN	NaN	15.29701328	NaN	15.23300552	NaN	14.38167191	NaN	14.96935463	NaN	14.66862488	NaN
Q8IVP5	Q8IVP5	FUNDC1	FUN14 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FUNDC1 PE=1 SV=1			18.32671165	17.84344101	17.80926895	17.04057312	17.39299202	17.95389938	17.38538742	17.08198929	15.69500732	16.50441551	15.70885468	16.37881851	16.17554855	16.46559715	17.41210747	16.83858109	17.67961884	16.47390175	17.38999176	18.04780388	17.66765976	13.94477081	16.48176956	16.53865433	16.67828751	15.63507843	15.48856068	16.15907288
Q9UPT9	Q9UPT9	USP22	Ubiquitin carboxyl-terminal hydrolase 22 OS=Homo sapiens OX=9606 GN=USP22 PE=1 SV=2			16.74710083	15.93969154	17.35630989	17.4687233	17.15093231	16.76248741	16.65888977	15.93242264	16.05677605	16.34979439	16.49540901	16.30014992	16.87312126	15.40274239	16.45983505	16.26166153	16.67817307	16.58330727	16.83823776	17.12320137	17.1209774	16.89639664	16.24975395	15.80030346	16.05786133	16.31744766	15.53306007	16.30404282
O60343	O60343	TBC1D4	TBC1 domain family member 4 OS=Homo sapiens OX=9606 GN=TBC1D4 PE=1 SV=2			NaN	16.44001579	16.30570221	15.94860458	17.23468208	17.10667419	16.07428741	19.01695251	19.15382385	18.95591736	18.57943535	18.89099503	19.18598747	18.55885506	14.97110176	16.17735672	16.62752724	17.64419174	16.83286858	16.42857742	17.9372654	18.62385178	18.42724419	18.2868576	18.87496567	17.7454567	18.61136246	19.0824852
P47224	P47224	RABIF	Guanine nucleotide exchange factor MSS4 OS=Homo sapiens OX=9606 GN=RABIF PE=1 SV=2			16.3055687	17.18928337	16.71718597	17.4308033	17.36332321	17.02985764	16.52433014	17.84621811	17.85871124	17.69222641	17.4017067	17.42608261	17.63830948	17.52076721	17.16165924	16.13584137	16.88613701	15.99482536	17.2092762	16.10020828	16.09062195	15.94573593	16.2072773	17.37837219	16.77244949	16.66361427	17.47126389	17.71436691
Q6NUK4	Q6NUK4	REEP3	Receptor expression-enhancing protein 3 OS=Homo sapiens OX=9606 GN=REEP3 PE=1 SV=1			17.77156448	17.54400635	15.5019207	15.64295864	17.25525475	16.05094147	18.03424835	19.16077423	17.99757385	19.01369667	18.79128456	19.1371727	18.00977898	19.33226776	18.62152481	17.96767807	18.39620018	19.14385796	17.33545113	18.77365875	15.39820099	17.63795853	17.6346817	19.34035301	19.13664246	19.16837311	18.90016556	17.97275162
Q6NW34	Q6NW34	NEPRO	Nucleolus and neural progenitor protein OS=Homo sapiens OX=9606 GN=NEPRO PE=1 SV=3			17.36114311	17.04260063	17.39840317	17.83401108	17.22921181	17.34493446	17.22783852	17.03321457	15.64643288	16.34671593	17.80543137	17.22412872	17.10816956	16.03414536	17.30773544	16.66905212	16.96474266	17.02597809	17.15201569	17.13568306	17.02937889	15.89324951	16.17219543	16.87808228	15.27187347	15.92271042	15.55091476	17.3274498
O75616	O75616	ERAL1	"GTPase Era, mitochondrial OS=Homo sapiens OX=9606 GN=ERAL1 PE=1 SV=2"			17.38433456	17.14208603	17.79248047	17.57423401	17.30695152	17.44853973	16.97339439	17.61832809	17.82343483	17.61010361	18.28056335	17.76725769	17.477005	16.93092346	17.27149582	15.94063568	17.00998497	16.22807693	16.99137115	17.17490196	17.54995728	17.89276505	16.94373322	17.48641586	16.91214371	15.09609413	16.80272293	17.62823677
Q8NBW4	Q8NBW4	SLC38A9	Sodium-coupled neutral amino acid transporter 9 OS=Homo sapiens OX=9606 GN=SLC38A9 PE=1 SV=2			17.55085373	14.02329636	17.93084717	17.09379196	17.03219604	17.68018723	15.85799313	14.78046703	15.12827682	15.35518456	14.52251244	15.50701523	14.78383827	NaN	17.60493088	14.54430103	17.23080444	17.05615425	15.94066048	16.95482063	17.79361153	15.0555687	14.30533981	15.13666439	14.95118523	15.13155556	15.05447769	15.08183002
Q9BTY7	Q9BTY7	HGH1	Protein HGH1 homolog OS=Homo sapiens OX=9606 GN=HGH1 PE=1 SV=1			17.58421516	16.9961319	17.04712677	14.80213261	17.22286987	16.37999725	17.07991028	16.83877563	15.95499325	16.67873001	15.91420364	16.60479736	16.36766815	16.15943909	16.97497559	14.99425888	16.09849739	15.60061264	17.06308365	17.10177803	17.04109383	16.9112606	15.10490036	15.86745548	16.22498703	NaN	16.11615944	16.09258652
Q8IWC1	Q8IWC1	MAP7D3	MAP7 domain-containing protein 3 OS=Homo sapiens OX=9606 GN=MAP7D3 PE=1 SV=2			16.71073723	15.83956718	17.49586487	16.36356163	17.37589836	16.79088974	17.40435982	19.98486328	20.3478775	19.76653099	20.01522255	19.68055344	20.09033012	19.61037445	16.9559269	17.01163864	16.50585175	18.03813744	17.23667717	16.97283936	18.10309982	19.75941086	19.79877663	19.66806793	19.55451775	19.54367065	18.25967216	19.83638
Q68DK2	Q68DK2	ZFYVE26	Zinc finger FYVE domain-containing protein 26 OS=Homo sapiens OX=9606 GN=ZFYVE26 PE=1 SV=3			16.27331543	15.13551712	16.90466499	16.76397324	17.37391853	16.94420624	16.03397751	15.42723465	14.96828842	15.09285927	16.05211258	15.32955551	15.95222473	15.70674133	16.60639381	15.93531895	16.44870377	15.52222633	16.67325592	16.86452484	16.70622635	14.50408936	14.9348793	15.3608923	15.43042374	15.65069962	15.21812439	15.52386761
Q5T7V8	Q5T7V8	GORAB	RAB6-interacting golgin OS=Homo sapiens OX=9606 GN=GORAB PE=1 SV=1			17.69799614	17.93893623	16.87316895	17.1561203	17.30097961	17.01769829	17.45593071	17.6726017	17.30996513	17.66782761	17.2946167	17.50027847	17.04498482	17.4810257	17.41893005	17.09179688	17.51006508	17.60029793	17.39908981	17.24621582	16.44524574	17.55928802	17.37209892	17.22440338	17.83083534	16.99445343	17.61089134	17.28812599
Q9UM13	Q9UM13	ANAPC10	Anaphase-promoting complex subunit 10 OS=Homo sapiens OX=9606 GN=ANAPC10 PE=1 SV=1			17.11831093	16.87471199	17.12025833	15.06826591	17.37230492	16.80760574	16.85585022	16.72565651	17.11427116	17.38066864	16.95306587	17.20508575	17.373909	17.39172363	16.64123535	17.0467186	16.8487339	17.52103996	17.30827141	17.46900368	16.40556526	17.52517319	17.23653793	16.4392662	16.15469551	17.15363503	17.03649902	16.65999603
Q9BSU1	Q9BSU1	C16orf70	UPF0183 protein C16orf70 OS=Homo sapiens OX=9606 GN=C16orf70 PE=1 SV=1			16.76242828	17.29108429	15.33822632	17.16600227	17.15476608	16.97302246	17.29880524	17.38005829	17.17749596	17.43020058	17.160429	17.56937981	17.48645782	18.01256561	17.41712952	17.5838871	17.60911751	17.39333153	17.10399246	17.5258255	15.58246613	17.28908157	17.64940262	17.70593262	17.5954361	17.76164246	17.07416534	17.5953331
Q86UY6	Q86UY6	NAA40	N-alpha-acetyltransferase 40 OS=Homo sapiens OX=9606 GN=NAA40 PE=1 SV=1			15.39890003	16.85096741	17.10624886	17.53775787	17.36587334	17.33764076	15.94456673	15.9144001	16.32047653	16.14210701	17.19314575	16.2400856	16.99114609	15.79974747	16.88168144	15.42237568	15.92468452	15.5162468	17.19508743	NaN	17.43244934	17.02023888	15.51810074	17.02389908	15.58450508	16.18374062	NaN	16.03637695
O94923	O94923	GLCE	D-glucuronyl C5-epimerase OS=Homo sapiens OX=9606 GN=GLCE PE=1 SV=3			16.30641747	17.52611542	16.92816162	15.32966614	17.20599556	15.89183998	17.33155823	14.64457893	16.71122742	16.99547195	17.29952812	17.04890633	16.99781609	14.66053295	16.38438797	15.95222187	16.17894554	15.30572701	16.60707855	17.51267815	16.87891006	17.01091766	17.6100769	14.70784855	17.45466232	14.99867916	17.16262245	17.39685822
Q7L1I2	Q7L1I2	SV2B	Synaptic vesicle glycoprotein 2B OS=Homo sapiens OX=9606 GN=SV2B PE=1 SV=1	+		17.39167595	16.32544518	17.66396332	17.62368011	17.16189003	17.20221138	16.88695526	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.34596634	15.50304604	16.9457798	14.66749191	17.08855438	17.30377769	17.23910332	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9H2P9-5	Q9H2P9	DPH5	Isoform 5 of Diphthine methyl ester synthase OS=Homo sapiens OX=9606 GN=DPH5			17.86779213	17.90423203	17.6841774	17.94093895	17.05339432	17.4241333	17.82642365	18.06328964	16.65348053	16.91884995	18.42008209	18.26429749	17.65489769	17.57490921	17.42425919	17.2352047	16.84005547	16.37238693	17.25450516	17.90868378	17.14525414	15.60577393	17.10103607	17.77069092	17.63276672	17.61608124	17.87754059	17.5493412
O00767	O00767	SCD	Acyl-CoA desaturase OS=Homo sapiens OX=9606 GN=SCD PE=1 SV=2			16.60557938	16.62376595	17.19270706	17.01095963	17.009758	17.39811325	16.69282341	17.12104797	17.58217239	16.55420494	16.37683678	17.11056519	16.50631714	16.27758026	16.91132927	16.5180397	16.31410408	16.20157623	17.48888397	16.23121071	17.71832466	17.26251411	15.62198353	16.96057892	16.01350784	16.74910736	16.42584229	15.99377632
Q96BY9	Q96BY9	SARAF	Store-operated calcium entry-associated regulatory factor OS=Homo sapiens OX=9606 GN=SARAF PE=1 SV=1			17.34934807	17.00048447	16.48537064	16.72821808	17.19968605	17.22084427	17.56399918	14.22102356	15.01719475	16.47207832	NaN	NaN	14.65992451	15.83020306	17.31716537	18.26010895	17.29013634	17.60143471	17.21883011	16.88860321	16.0554409	NaN	NaN	NaN	15.0658474	NaN	15.90005493	NaN
Q9BSL1	Q9BSL1	UBAC1	Ubiquitin-associated domain-containing protein 1 OS=Homo sapiens OX=9606 GN=UBAC1 PE=1 SV=1			17.23827934	17.54059982	17.21513557	17.32915306	17.30010223	17.59664536	17.36637688	17.27730942	16.27457047	16.23283386	16.98888206	17.20578384	16.40261841	16.21971703	16.8178978	17.34946251	17.41186714	17.30259132	17.19348717	16.7447319	17.38755608	16.54339981	16.57894135	17.16886139	16.38167953	16.97044563	17.14309311	17.35872269
Q9H9S3	Q9H9S3	SEC61A2	Protein transport protein Sec61 subunit alpha isoform 2 OS=Homo sapiens OX=9606 GN=SEC61A2 PE=2 SV=3			17.08189583	17.07180786	17.3284111	17.6071682	17.17078018	17.25236511	16.76714325	15.97224426	15.67847729	15.75905418	15.69916153	15.85921192	15.20704269	15.28579426	16.95780754	16.54262733	16.77723885	16.2767086	17.05793762	16.88779449	17.5802021	16.17246246	15.59319305	15.62331963	15.66406059	NaN	15.4705286	15.85181427
Q9Y6C2	Q9Y6C2	EMILIN1	EMILIN-1 OS=Homo sapiens OX=9606 GN=EMILIN1 PE=1 SV=3			17.34489441	17.52158737	17.69989014	17.4179554	17.33267403	16.79197884	16.91279411	19.42281532	19.23562241	18.84671021	18.95625114	18.96192932	18.68745232	18.33436203	17.18186378	17.50064468	17.24251556	16.54084969	17.26457977	16.92205048	17.598629	18.82891273	18.32809258	18.84687042	18.85522461	18.27482605	19.16608429	18.75646591
Q9UET6	Q9UET6	FTSJ1	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase OS=Homo sapiens OX=9606 GN=FTSJ1 PE=1 SV=2			16.29453659	16.5428009	NaN	16.78765297	17.02606964	17.20421028	17.5397644	18.51557159	18.29103279	18.45021629	18.24130821	18.48260117	18.46084023	18.33708572	16.82859421	14.91361237	16.86445618	17.20148087	17.3826561	17.17033386	16.71593285	18.4048481	18.07070923	18.23741913	18.15125656	18.12710953	18.14213943	18.46409988
L0R819	L0R819	ASDURF	ASNSD1 upstream open reading frame protein OS=Homo sapiens OX=9606 GN=ASDURF PE=1 SV=1			16.94213104	16.55325508	17.36261749	17.26012802	17.35197449	17.23158646	17.43762779	17.77445221	18.05532837	18.14972687	18.18482208	18.24986649	18.19159698	18.05385971	17.19892883	16.68036842	17.16760826	17.3856678	17.15974045	17.36972427	17.10637856	17.91518402	17.98085022	17.41091156	18.0238533	18.07274246	18.27187538	18.13198853
P25942	P25942	CD40	Tumor necrosis factor receptor superfamily member 5 OS=Homo sapiens OX=9606 GN=CD40 PE=1 SV=1			16.05063629	18.83084679	17.9150219	17.7776413	17.23973274	15.41319752	17.68285942	NaN	14.7260952	15.34488869	14.61044598	NaN	NaN	NaN	15.61183929	15.5594635	16.19406128	15.13070869	15.51553154	15.88421631	16.56896973	NaN	14.17021179	NaN	NaN	NaN	NaN	NaN
Q13938	Q13938	CAPS	Calcyphosin OS=Homo sapiens OX=9606 GN=CAPS PE=1 SV=2			17.27239418	18.61069107	16.96484756	17.45619392	17.25285149	16.72770691	17.28558922	15.19503498	20.66606522	19.33995438	17.23819542	16.08859634	16.94310379	17.75094604	16.88599396	17.83214378	17.53338814	17.39294434	17.44152069	16.81538391	17.01640129	16.8352623	18.42238617	18.72546387	17.54187775	18.85394287	17.35971642	18.61964035
Q9BWH6	Q9BWH6	RPAP1	RNA polymerase II-associated protein 1 OS=Homo sapiens OX=9606 GN=RPAP1 PE=1 SV=3			16.10177803	16.78915787	16.50845718	16.7540741	17.2604351	17.50522995	16.23076439	15.91996765	16.5957756	16.43306351	16.70271111	17.25637817	15.90649986	15.91144848	16.8682785	16.6017437	16.46711159	16.13017082	16.39144135	17.01981354	16.61404419	14.91796684	16.65460205	15.77210236	17.34534645	16.86663055	16.97626877	16.73760223
Q13563	Q13563	PKD2	Polycystin-2 OS=Homo sapiens OX=9606 GN=PKD2 PE=1 SV=3			17.79662132	17.2168293	17.00144958	17.71386528	17.32260132	17.80298996	17.19913864	18.98403168	19.31857109	19.50522423	18.80548859	19.18893433	19.6634922	20.14696121	17.39254379	16.82786751	17.64863777	18.29373932	17.58440971	18.15032387	16.80221558	19.69524002	19.87630844	19.71381378	20.39264679	20.45516586	19.66547394	19.72563553
P54252-1	P54252	ATXN3	Isoform 1 of Ataxin-3 OS=Homo sapiens OX=9606 GN=ATXN3			17.30015755	17.06942368	16.72533989	16.00923538	17.3113327	16.87128639	17.37113762	18.88040543	17.87532425	18.57051468	18.34230042	18.4612999	17.99751282	18.33482361	17.40608597	17.4546814	17.14116478	17.23212814	17.07831955	17.57256126	15.83993149	18.48576355	18.48849106	18.45687485	18.42127609	18.62594986	18.42631912	18.1292572
P61244	P61244	MAX	Protein max OS=Homo sapiens OX=9606 GN=MAX PE=1 SV=1			16.47612572	16.54192734	17.27705765	17.09326363	17.19002914	17.0490284	16.82193184	17.08833694	16.91933441	16.65246391	17.17162514	16.68132401	17.13562584	17.13558197	16.62442589	16.12301254	16.43494415	17.09805679	17.15056801	16.45479012	16.44130898	17.2592144	17.0534668	16.94503212	16.84775543	17.31360435	17.03954124	16.90825462
P43003	P43003	SLC1A3	Excitatory amino acid transporter 1 OS=Homo sapiens OX=9606 GN=SLC1A3 PE=1 SV=1	+		18.36468124	19.9822731	NaN	17.35980988	17.09429169	16.69300461	17.356987	15.2108593	NaN	NaN	NaN	NaN	15.06534386	15.72670269	18.54927635	20.52541924	18.89985847	21.07995796	19.43311691	18.36127853	15.08337402	14.82876396	16.35686493	NaN	14.94761848	15.29844666	16.58605194	NaN
